text,aspect,arfs,sentiment
"LOCATION1 is a safe , residential and for the most part , a middle class area",safety,LOCATION1 safe residential,Positive
LOCATION1 is a safe middle class area,safety,LOCATION1 safe middle,Positive
LOCATION1 is full of gangs,safety,LOCATION1 full gangs,Negative
LOCATION1 is really rough,safety,LOCATION1 really rough,Negative
LOCATION1 is rough and quite nasty - I would not like to walk round there at night,safety,LOCATION1 rough quite,Negative
"LOCATION1 is safe enough , unless you are in the habit of wandering around late at night",safety,LOCATION1 safe enough,Positive
LOCATION1 is the safest place in London to live in,safety,LOCATION1 safest place,Positive
LOCATION1 is very different to LOCATION1 and a bit rough around the edges,safety,LOCATION1 different LOCATION1,Negative
LOCATION1 itself is fine during the day but I would make sure you don't hang around at night as it can be a little scary,safety,LOCATION1 fine day,Negative
"LOCATION1, because there is a large amount of dangerous gangs there",safety,"LOCATION1, large amount",Negative
"LOCATION1, ignore the racists, its perfectly safe",safety,"LOCATION1, ignore racists,",Positive
"Lots of stabbings, fights, gangs On the main road on LOCATION1 road",safety,"Lots stabbings, fights,",Negative
NB LOCATION1 has a bad reputation for crime,safety,NB LOCATION1 bad,Negative
"Oh for gods sake, LOCATION1 isn't that dangerous or bad",safety,"Oh gods sake,",Positive
That is a very rough area of LOCATION1,safety,rough area LOCATION1,Negative
The area round LOCATION1 Station is quite safe as long as you're sensible,safety,area round LOCATION1,Positive
The dodgier part of LOCATION1 should be avoided,safety,dodgier part LOCATION1,Negative
The only place where I've felt a bit vulnerable is in LOCATION1 at night,safety,place I've felt,Negative
"The site shows that the higher crime rates are in the centre of London , however this does not give the crime rate per 1000 population and central London has the greatest Basically , LOCATION1 is quite safe on the whole , your main concern should be pick-pockets , but in 20 years living here I have never had a problem",safety,site shows higher,Positive
This is because LOCATION1 historically is known to be a bit 'rough',safety,LOCATION1 historically known,Negative
Three of my friends were mugged within a 4 month time in LOCATION1 - 2 girls and 1 guy,safety,Three friends mugged,Negative
WOuldnt touch LOCATION1 though very rough indeed,safety,WOuldnt touch LOCATION1,Negative
Yes there are safe parts of LOCATION2 but far fewer than say LOCATION1,safety,Yes safe parts,Positive
"You live where you can afford LOCATION1 has a higher crime rate than many other areas of London , but Maxi says do n't walk alone anywhere in the uk That is nonsense I have walked everywhere in the uk",safety,live afford LOCATION1,Negative
You will be fine in LOCATION1 as long as you use your common sense,safety,fine LOCATION1 long,Positive
c LOCATION1 has some nasty shits who live their and would not think twice of sticking you for your phone,safety,c LOCATION1 nasty,Negative
"i would avoid walking through LOCATION1 high street on ur own at night, and i would avoid any odd looking alleyways",safety,would avoid walking,Negative
most kids who live there are bad news LOCATION1 is a rough area and you would not want to bring your daughter up there,safety,kids live bad,Negative
some areas of LOCATION1 can be a bit rough,safety,areas LOCATION1 bit,Negative
LOCATION1 is worth a visit if you are going in the spring or summer time,touristy,LOCATION1 worth visit,Positive
There's one place you must visit here in London - LOCATION1 and it's markets,touristy,There's one place,Positive
The victoria and Albert Museum in LOCATION1 is also good,touristy,victoria Albert Museum,Positive
") LOCATION1's full of hotels, too much into the turistic thing but of course it's just what I think and that doesn't count",touristy,"LOCATION1's full hotels,",Positive
"At LOCATION1 you can see the Cutty Sark ship museum, and see where 0.00 latitude (or greenwich Mean time) starts",touristy,LOCATION1 see Cutty,Positive
"Do all the walking tours about ghosts and Jack the Ripper, LOCATION1 area, you get real stories about London and famous people that live there too",touristy,walking tours ghosts,Positive
"For museums, LOCATION1",touristy,"museums, LOCATION1",Positive
"If you come to London the majority of ""Tourist Attractions"" are based in LOCATION1 too",touristy,come London majority,Positive
"In LOCATION1 you've got the big three: the VandA, the Natural History Museum, and the Science Museum",touristy,LOCATION1 got big,Positive
LOCATION1 has lots of street entertainers that the kids will love,touristy,LOCATION1 lots street,Positive
LOCATION1 is another good area to visit,touristy,LOCATION1 another good,Positive
"LOCATION1 is better in the summer, as its more locals and londoners chilling out there~ LOCATION1 feels more touristy",touristy,"LOCATION1 better summer,",Positive
LOCATION1 is quite touristy with Madame Tussauds (sp) and Sherlock Holmes just round the corner,touristy,LOCATION1 quite Madame,Positive
LOCATION1 is the main attraction in London,touristy,LOCATION1 main attraction,Positive
"LOCATION1 is very convenient place, near museums and London highlights like Trafalgar Square",touristy,"LOCATION1 convenient place,",Positive
Leicester Sq and LOCATION1 is quite commercial and touristy,touristy,Leicester Sq LOCATION1,Positive
Look round some of the fabtastic museums in LOCATION1,touristy,Look round fabtastic,Positive
Look round some of the fabtastic museums in LOCATION1 Use the subway (Underground) and sight-see,touristy,Look round fabtastic,Positive
Must dos: - Visit my area LOCATION1,touristy,Must dos: Visit,Positive
Naval museum and Cutty Sark at LOCATION1,touristy,Naval museum Cutty,Positive
"Talking of trains, to get to the Museum in LOCATION1 you need to take the DLR (docklands Light Railway)",touristy,"Talking trains, get",Positive
The Harry Potter tour is not in London itself but is out past LOCATION1,touristy,Harry Potter tour,Positive
"The Horniman museum in LOCATION1 (if you can drive there) is great for kids and has a really child friendly cafe, lots of musical instruments",touristy,Horniman museum LOCATION1,Positive
The Winter Wonderland at LOCATION1 is particular popular with both residents of London and visitors to the London,touristy,Winter Wonderland LOCATION1,Positive
Visit LOCATION1,touristy,Visit LOCATION1,Positive
"But, there are some very famous places LOCATION1 that are so well known that they get a great many tourists",touristy,"But, famous places",Positive
"In LOCATION1, there's the Geffrye Museum which has regular children's special days, and the Museum of Childhood which is all about children",touristy,"LOCATION1, there's Geffrye",Positive
Make ure you take a visit to LOCATION1,touristy,Make ure take,Positive
"Many of the key tourist attractions, the residence of the Queen (Head of State) are all in a district-level municipality called the LOCATION1",touristy,Many key tourist,Positive
you can visit LOCATION1 at the same time which is a great experience,touristy,visit LOCATION1 time,Positive
"For human interest, you can't beat LOCATION1 for its marvelous array of street performers and buskers",touristy,"human interest, can't",Positive
"I went to the Maritime museum in LOCATION1 a few weeks ago, and it is very good",touristy,went Maritime museum,Positive
"If you want to live in the middle of it all then somewhere like the docklands is good , especially LOCATION1 , which is very touristy",touristy,want live middle,Positive
LOCATION1 certainly is indundated with tourists,touristy,LOCATION1 certainly indundated,Positive
LOCATION1 is known for its alternative scene and is a good place to visit to witness a different atmosphere of London,touristy,LOCATION1 known alternative,Positive
"LOCATION1 of London has lots of tiny little museums that are just beautiful, plus the rather obvious British Museum",touristy,LOCATION1 London lots,Positive
London 's Top Attractions LOCATION1 Abbey The most exciting church in the land is the final resting place for the men and women who built Britain,touristy,London 's Top,Positive
"The Museum of Childhood in LOCATION1 is worth a visit, although I get more out of this trip down memory lane than the kids do",touristy,Museum Childhood LOCATION1,Positive
"The Museum of London at the LOCATION1 has a new modern London gallery, and a new exhibition of London street photography",touristy,Museum London LOCATION1,Positive
There is also the history of course because LOCATION1 was notorious for the Jack The Ripper murders in the 1880s and the infamous Kray twins in the 1960s,touristy,also history course,Positive
"While in London, do visit LOCATION1 - lots to see - and it's in South London, on the river",touristy,"London, visit LOCATION1",Positive
"You can combine a visit with a walk along the LOCATION1, next to the river, which has great views and lots of attractions",touristy,combine visit walk,Positive
LOCATION1 has the Empire (good venue for live music) and good bars,nightlife,LOCATION1 Empire (good,Positive
"LOCATION1 has some wicked parties there , really like it but I dont stay there",nightlife,LOCATION1 wicked parties,Positive
The best club in London is Fabric in LOCATION1 if you like proper dance music,nightlife,best club London,Positive
"Another regularly excellent venue is in LOCATION1 market, which has free live jazz and classical gigs four times a week",nightlife,Another regularly excellent,Positive
Blues lovers should not miss the legendary Billy Chong Blues band jam at the Globe pub in LOCATION1,nightlife,Blues lovers miss,Positive
"Callooh Callay Bar, Loungelover, Barrio East and Nightjar are my favourite places to drink in LOCATION1",nightlife,"Callooh Callay Bar,",Positive
Fire LOCATION1 shirtless man-to-man clubbing and dancing on a large scale,nightlife,Fire LOCATION1 shirtless,Positive
"Go to LOCATION1, it's so unique and at night there are loads of clubs and bars where you can go partying",nightlife,"Go LOCATION1, unique",Positive
If you are young and want a nightlife and lively area then LOCATION1 is good,nightlife,young want lively,Positive
If you want lots of clubs/bars in one place then I would suggest LOCATION1,nightlife,want lots clubs/bars,Positive
"LOCATION1 SE10 ,FULL OF PUBS CLUBS AND A BIT OF LOCAL HISTORY",nightlife,"LOCATION1 SE10 ,FULL",Positive
"LOCATION1 for the main fact that there is always something to do wheter it's clubbing, eating out or doing your hair",nightlife,LOCATION1 main fact,Positive
LOCATION1 has everything from house clubs to underground 1920s cocktail lounges,nightlife,LOCATION1 everything house,Positive
LOCATION1 has some good clubs too,nightlife,LOCATION1 good clubs,Positive
"Maybe it's better to save LOCATION1 for days and nights out, record shopping, and gigs",nightlife,Maybe better save,Positive
"On balance - LOCATION2 for daytime stuff, LOCATION1 for evening",nightlife,balance LOCATION2 daytime,Positive
"People in LOCATION1 are playful, you get a lot of themed nights, street art, great cutting edge electronica music and bands",nightlife,"People LOCATION1 playful,",Positive
"Thats very simple you should try Tamarai in LOCATION1 ""Awarded Best Late Night Bar in UK",nightlife,Thats simple try,Positive
"The Hard Rock Cafe is close by, just by LOCATION1",nightlife,Hard Rock Cafe,Positive
"The LOCATION1 High street area is very lively, and great for going out and going to the Common",nightlife,LOCATION1 High street,Positive
"The Palm Tree, in LOCATION1, is another great East End pub that has accomplished local jazz players on weekends",nightlife,"Palm Tree, LOCATION1,",Positive
The best rock/metal late bar is the Intrepid Fox near LOCATION1 tube station,nightlife,best rock/metal late,Positive
"There are, no doubt, some nice cafes and pubs hidden away in LOCATION1 with a civilised clientele, just as there are all over London",nightlife,"are, doubt, nice",Positive
There is LOCATION1 close by with good nightlife and opportunities,nightlife,LOCATION1 close good,Positive
There is a decent pub called the Grehound round by LOCATION1,nightlife,decent pub called,Positive
There is a good music bar at LOCATION1 called the Swan which has live cover bands,nightlife,good music bar,Positive
You can't go wrong for LOCATION1 for a night out,nightlife,can't go wrong,Positive
Your choices of bars are endless in LOCATION1,nightlife,choices bars endless,Positive
"i live in the LOCATION1 area and i dont really go to west London often , but LOCATION1 is great to go out in , very ` west London '",nightlife,live LOCATION1 area,Positive
"if youre really looking for underground stuff, head for LOCATION1 and make a weekend of it",nightlife,youre really looking,Positive
All have their share of Bars and Night life etc but for this I think LOCATION1 would be my favourite,nightlife,share Bars Night,Positive
And i agree the Dublin Castle is one of my favorite pubs in LOCATION1,nightlife,agree Dublin Castle,Positive
"Fabric: A massive club in LOCATION1, playing house, techno and electro on a Saturday",nightlife,Fabric: massive club,Positive
"For evening entertainment besides bars, I reccommend (if you have time) a concert in LOCATION1 or the Comedy Store",nightlife,evening entertainment besides,Positive
For great cocktails go to St Germain just outside LOCATION1 tube they have happy hour so 2 for 7 and are some of hte nicest in London,nightlife,great cocktails go,Positive
I live in LOCATION1 and to be honest there's no pubs or clubs round here,nightlife,live LOCATION1 honest,Negative
The best clubs in London are definitely in LOCATION1 (don't be put off by the fact Amy Winehouse lives there),nightlife,best clubs London,Positive
There's a pub right outside LOCATION1 station called the Swan that was always a really good time -,nightlife,There's pub right,Positive
"Academy (LOCATION1) - consistently named as one of the best bars in the world, great vibe and amazing cocktails",nightlife,Academy (LOCATION1) consistently,Positive
"Excellent free reggae night in the heart of LOCATION1, south London",nightlife,Excellent free reggae,Positive
The best club in London is Fabric in upper LOCATION1 if you like proper dance music,nightlife,best club London,Positive
"Clubs , Pubs and Students It is also true that LOCATION1 is infested by students",nightlife,Clubs Pubs Students,Positive
Cool clubs under the railway arches in LOCATION1,nightlife,Cool clubs railway,Positive
For a fun night out head to Roadhouse in LOCATION1 for a good night out,nightlife,fun night head,Positive
If you want to go out drinking where the cool kids go head to LOCATION1,nightlife,want go drinking,Positive
In the LOCATION1 area of LOCATION1 you will find the Roundhouse a great theatre/arts venue,nightlife,LOCATION1 area LOCATION1,Positive
LOCATION1 Lock has a bridge over the canal where there are lots of bars etc A big JD Sprts,nightlife,LOCATION1 Lock bridge,Positive
LOCATION1 for pub bands to a strip club,nightlife,LOCATION1 pub bands,Positive
"LOCATION1 has nice bars , such as Lock Tavern with a beergarden",nightlife,LOCATION1 nice bars,Positive
LOCATION1 is similar but with a few more independent bars and smaller clubs,nightlife,LOCATION1 similar independent,Positive
Legendary jazz club now open in new premises in LOCATION1,nightlife,Legendary jazz club,Positive
My favourite place to drink and party in LOCATION1 is Proud,nightlife,favourite place drink,Positive
There is a great club in LOCATION1 called Roadhouse which is open till 3am every night and has a live band every night,nightlife,great club LOCATION1,Positive
"There is a place called LOCATION1 nearby, which is a quite classical brit street, with old pubs",nightlife,place called LOCATION1,Positive
There's also a few in LOCATION1 which is also a good night out if that's your thing,nightlife,There's also LOCATION1,Positive
There's pretty good jazz bar in LOCATION1 and some decent pubs,nightlife,There's pretty good,Positive
You can catch decent open-mike nights for unsigned acts and singer songwriters in LOCATION1,nightlife,catch decent nights,Positive
the whole of the LOCATION1 area is very crowded,quiet,whole LOCATION1 area,Negative
"Ah, I can dream LOCATION1 - lots to do around there but it is quiet on the weekends and is very peaceful",quiet,"Ah, dream LOCATION1",Positive
"If you are looking for somewhere a bit quieter, then try LOCATION1, or somewhere like that",quiet,looking somewhere bit,Positive
If you are on the main LOCATION1 then it may be noisy,quiet,main LOCATION1 may,Negative
"LOCATION1 is a quiet , residential middle-class suburban area in south-west London",quiet,LOCATION1 residential suburban,Positive
LOCATION1 is a really buzzing area despite peoples pre-conceptions of the area its really quite lively and friendly along the high street,quiet,LOCATION1 really buzzing,Negative
LOCATION1 is the busier area,quiet,LOCATION1 busier area,Negative
LOCATION1 though suffers from the worst aircraft noise,quiet,LOCATION1 though suffers,Negative
The problem with LOCATION1 is terrible aircraft noise from heathrow,quiet,problem LOCATION1 terrible,Negative
LOCATION1 is a quiet backwater,quiet,LOCATION1 backwater,Positive
LOCATION1 suffers from continuous aircraft noise because it is so close to LOCATION2,quiet,LOCATION1 suffers continuous,Negative
