text,aspect,arfs,sentiment
Being an Egroups member and group owner has been so much fun !,Egroups,member group owner,positive
"Over all Egroups is a wonderful service that allows you the opportunity to meet new people and share your ideas , thoughts and feelings .",Egroups,wonderful service allows,positive
I chose Egroups ( formerly known as Onelist ) to write about because I feel they are the greatest way to communicate via email lists .,Egroups,chose formerly known,positive
Egroups is a really great place to get your name out on epinions .,Egroups,really great place,positive
Also Egroups can be annoying if you want to send out a daily newsletter .,Egroups,Also annoying want,negative
Egroups gives me a way to learn and share with people I may have never encountered otherwise .,Egroups,gives way learn,positive
I am a member of many groups and feel that they are the best way to meet like - minded people .,groups,member many feel,positive
As a stay at home mom I have joined several groups relating to mothers and the problems we face .,groups,stay home mom,positive
I have made many great friends through the groups I belong to .,groups,made many great,positive
The Epinion groups I have joined have given a great opportunity to get to know more about other reviewers .,groups,Epinion joined given,positive
"Recently , I joined several new groups and have had great success with them .",groups,Recently joined several,positive
You can very easily find the groups you are interested in joining .,groups,easily find interested,positive
"I am also a moderator of several lists and feel that groups are the most organized , effective way to communicate with people all over the world who share similar interests .",groups,also moderator several,positive
"These two groups have helped to supply fellowship with other Christian women , which I have needed desperately !",groups,two helped supply,positive
Reason being that some groups can get rather large at times .,groups,Reason get rather,negative
Now the beauty of it is that there are groups on lots of stuff .,groups,beauty lots stuff,positive
I did however stumble across some really vulgar groups out there while looking for a group to exchange jokes .,groups,however stumble across,negative
I found groups that were perfect for me and have made some friends in the process .,groups,found perfect made,positive
I just wanted to give you an idea of how diverse the groups are .,groups,wanted give idea,neutral
"I have encountered some even stranger groups , so I put the family filter on to avoid the weird sites all together .",groups,encountered even stranger,negative
"Also , you may find that there are a lot of groups that are not appropriate to all members of your household .",groups,Also may find,negative
